userName;content;score;at
Yunus;bagus;5;28/01/2024 20:52
Kapten bucin;makasih;5;28/01/2024 20:48
Jodi Putra;Parah setiap hari ada aja sinyal drop, makin kesini makin jelek aneh, di pake liat yt aja loading terus perbaiki lah, lama lama ganti provider kalo gini terus;1;28/01/2024 20:17
KP - ERNI RUSMIATI;paket doang mahal , Jaringan kaya kaya 2G aneh , padahal di jakarta full 4g Gausah pake kartu indosat bray , Mahal doang speed buruk;1;28/01/2024 20:11
Dante Adrian;DI KALBAR DARI DULU HINGGA SEKARANG SIGNAL DAN INTRNET NYA ????????;5;28/01/2024 20:08
Ryon Krist;Jelek.. kuota langsung habis, langsung kepotong pulsa Diisi pulsa mau beli paket hot promo juga icon langsung gaada ?? jelek;1;28/01/2024 20:07
Aulia02;Wah bener2 aplikasi kurang ajar, paket aku hilang.. padahal baru beli seminggu yg lalu 65GB, tiba2 paket aku hilang aja;1;28/01/2024 20:02
Nury;Saya pengguna im3 dan say sangat kecewa laporan pengeluran pulsa tidak ada dan saya baru saja kehilangan pulsa.g jelas siapa yg ambil;1;28/01/2024 20:01
Rival Setia;"Haha hapus aja internetnya gk ada sinyal im3 lumayan murah sihh,masa kalah sama XL-axiata yang harganya murah tp internetnya kenceng. Satu hal lagi, maaf saya sudah meng restart device saya berulangkali dn meng-on off kan data saya,tp hasilnya sama saja,dn saya mau bertanya,pada tahun kemarin itu saya membeli pulsa 25k tp setelah masuk pulsa itu hilang,dn saya mengecek ""apakah saya punya pulsa darurat yg belum dibayar"" nyatanya saya tidak punya dn saya beli paket data pakai pulsa tp gk masuk";1;28/01/2024 19:47
Musrifah Rifah;ok;5;28/01/2024 19:30
Ruhyat Aliansyah;Bagus banget;5;28/01/2024 18:43
Dera Wati;Ok goods;5;28/01/2024 18:25
Suryani Lubis;baik;1;28/01/2024 18:24
IKKAJAYA80 tea;Jujur sih aplikasi myim3 ini sangat membantu banget bagi pelanggan setia indosat . semoga terus konsisten dan inovatif kedepanya. Hanya satu yg gk aku suka kalo data habis suka motong pulsa sampe ludes gak kaya provider lain kuota habis pulsa terkunci aman;5;28/01/2024 18:21
Iwan Setiawan;K. Klo bisa ada Paylater,....y;5;28/01/2024 18:02
Muhammad Arsyad;Udah mahal lelet??;1;28/01/2024 18:01
Yasin Doang Yasin Doang;M3 pancen Oke??????;5;28/01/2024 17:44
Kandar Ray90;mantap;5;28/01/2024 17:42
irwan budi;3 x kena jebakan reward kuota gratis 1gb. Setelah di klaim malah kuota utama jadi 0.;1;28/01/2024 17:41
Ratu Aprilia;kenapa sih Lola banget sumpah, mana kontak nya udh terdaftar di akun lain bikin kesel aja males ganti nomor. bisa ga sihh perbaiki jaringan nya, jangan cuma harga paketnya aja yang makin mahal;1;28/01/2024 17:25
Regyta Ahybu;kecewa banget gue sumpah beli paket fredom apps 12 GB tapi ngga bisa di gunain buat apa coba ngabisin pulsa aja klu nggak niat bilang dong kecewa sy dengan Indosat sekrang semakin aneh padahal sy udah setia selama 3 thn. fitur yg ditawarkan memang sih bagus tapi ujung2nya juga bikin rugi Dahlah beralih aja guys kecewa sy dengan pelayanan Indosat sekarang..;1;28/01/2024 17:25
Manja Manja;Jaringan sangat buruk;1;28/01/2024 17:24
Nanang Basuki;terus aktif improve;5;28/01/2024 17:24
Ryo Kono;Kuota IM3 sekarang pada mahal semua trus udah mahal kuotanya juga cuma dikit;2;28/01/2024 17:23
Rezky Leman;Bagus sih. dalam segi kuota tapi sayang sering gangguan sinyal'ya;1;28/01/2024 17:08
BiliBeli. Com;IM3 gw nyesal ajg mke IM3 , jaringan ny lemot , menurut zy IM3 jaringan terparah di Indonesia,fakta;1;28/01/2024 17:06
Mhd Agil Al;Sinyal ghoib kek ajg;1;28/01/2024 17:06
Hasanaaa Janah;sangat bagus;5;28/01/2024 17:06
Ipul Wahid;Bagus bgt;5;28/01/2024 17:02
Angga Ole;"Jaringan intrnet indosat benar mengecawakan saya bertahan mnjadi pengguna indosat bertahun"" Makin k sini kulitas intrnet nya semakin buruk, mnding pindah k oprator lain, bagi pengguna intrnet saya sangat TIDAK menyarankan untuk mnggunakan indosat .....";1;28/01/2024 17:02
Dimz;Paket mahal tapi jaringan jelek apakah in pengaruh sahamnya yg di jual ke Singapura;1;28/01/2024 17:01
pero meksen;Pulsa saya tidak masuk..di aplikasi DANA sudah berhasil, tapi tidak ad pulsa masuk. Myim3 sama DANA sama aja. Ga bisa dipercaya, kuota makin hari makin mahal. Semenjak Indosat di jual ke China, direktur China semakin pelit ke pelanggan;1;28/01/2024 16:59
Selvia Katili;baik;4;28/01/2024 16:57
Komang T;tingkatkan sped;5;28/01/2024 16:46
Bagas Pamungkas;harga paket makin mahal sinyal tambah buruk mending balik lagi ke jaringan sebelah ketimbang pakai im3 sinyal sangat buruk;1;28/01/2024 16:38
Jafar Bora70;sangat bermanfaat buat sy;5;28/01/2024 16:38
fathul ahyar;Apk ngento.t asu;1;28/01/2024 16:34
Taufik Linggau;Sekarang sinyal im3 suka gk jelas lelet parah;1;28/01/2024 16:34
Fiyansah Aris;sangat baikkk;5;28/01/2024 16:33
Yasa Sukarna;bgus;1;28/01/2024 16:31
Cupang Aduan;Ebat;5;28/01/2024 16:19
indri hambali;ada apa sih dirimu suka eror sendiri jaringannya jika penting banget sekali gada sinyal bisa seharian kadang 4 jam bisa ada apa sebenarnya;1;28/01/2024 16:18
Fransiskus loren;puas;5;28/01/2024 16:17
Siti Hadiyatul;Ini sinyal indosat lagi gangguan apa gmna sihh lemot banget, tolong dong perbaiki sinyal untuk area Tangerang kabupaten;1;28/01/2024 16:15
Adam Malik;Makin lama jaringan makin burik dan kacau parah kalau ada gangguan harian gak ada pemberitahuan, ini internet atau PLN kalau mati lampu jaringan jadi hilang atau susah, dan setiap mau ganti hari jaringan lag atau hilang kalai seperti ini saya mending ganti ke kartu sebelah, padahal saya tinggal di tengah kota jakarta;1;28/01/2024 16:13
Unyil Usro;Bagus;5;28/01/2024 16:10
Maria Yuli;2 dulu jika baik.akn tmbh lgi;2;28/01/2024 16:10
Hasanclanbetawi Condet;Sinyal lemot,;1;28/01/2024 16:10
Jefry Vio;sangat membantu;5;28/01/2024 16:08
Dani A_aning;udh jalan 7 tahun pake indosat. Dan jaringan nya makin busuk aja Ini juga nihhh. Kemaren ada yg ngirim pulsa. Ehh disedot pula. Pake Pulsa Safe dong kaya Axis! Ini mah Baru internetan 1menit aja 1rb melayang. Padahal Kuota masih ada!;1;28/01/2024 16:08
jhun pb;bagus;4;28/01/2024 15:59
Inha Bria;??????????;5;28/01/2024 15:56
Jarco Quest;sangat tidak rekomen sebagai provider;1;28/01/2024 15:56
Ady Chandra;sangat baik;5;28/01/2024 15:53
Dicky Risaldi;tdk bagus jaringan ny;1;28/01/2024 15:48
Rifki Adikurniawan;sangat puas;5;28/01/2024 15:47
MUHAMMAD IQBAL;Sangat penting;5;28/01/2024 15:41
karmila sari;Baru isi paket 12 GB, besoknya gangguan dan paketnya langsung hangus atau hilang;1;28/01/2024 15:37
Agus Hariyanto;bagus sekali;5;28/01/2024 15:35
Winda Yunanda;oke;5;28/01/2024 15:28
Diki Baban;ok;5;28/01/2024 15:23
Lambok Pasaribu;makin lama jaringan Indosat makin buruk;1;28/01/2024 15:22
Kushanku Kayazoryu;Ampas;1;28/01/2024 15:20
Ban Drek;Kartu im3 sangat-sangat murah dan bayak Bonus Gratis lain nya;5;28/01/2024 15:18
PAHRUDIN NDING;??;4;28/01/2024 15:16
Dkyoo;udah 3 hari sinyal ilang ilangan ,harga doang paling mahal tapi layanan paling buruk;1;28/01/2024 15:16
Ikah Bugis;Good Job;5;28/01/2024 15:15
Moch Saiful;ok;5;28/01/2024 15:14
Ngarifah Ipah;Gangguan terus aja dah;2;28/01/2024 15:10
Apeng Projects;Pulsa sering kepotong sendiri ga jelas.;1;28/01/2024 15:10
Retnoagus setiawan;bagus;5;28/01/2024 15:02
Baron alvonso;Layanan buruk ga ada perbaikan sinyal lokasi.. dikota aja jelek gimana di gunung.. adeuhh ga rekomdasi;1;28/01/2024 14:58
Nathan O'Conner;Sinyal makin jelek malah makin mahal kocak;1;28/01/2024 14:57
Abdul Basit;MyIM3 KNP KO PULSA sya ko tiba2 ke.potong aneh kan gx kaya.myIM3 2023 tu yang bagus ni si jelek;2;28/01/2024 14:54
Rian Herliana;Jaringannya jelek IM3 kami pro player mobile legend tidak bisa jokiin akun org saya kasih bintang 1..jaringan sampah beban masyarakat sekitar;1;28/01/2024 14:53
Gerbox Dronton;paket ngelek bet mana jangka waktu panjang lagi eeee;1;28/01/2024 14:52
alex Ngarang;??;5;28/01/2024 14:51
Papa Muda;Mohon di perbaiki untuk jaringan, makin hari makin parah jaringannya.;1;28/01/2024 14:49
Muhammad miistar Mistar;Bagus;5;28/01/2024 14:47
Asha Marchia;indosat is the best??;4;28/01/2024 14:43
akun contoh;Jaringan sering hilang;1;28/01/2024 14:38
Lilik Cakep;Sinyal jelek dimana² jelek. Geser dikit hilang sinyal. Pindah tempat hilang sinyal. Apa lagi waktu hujan atau mati lampu. Pasti putus tuh sinyal. Mau sampe kapan kayak gini terus. Sebagai pengguna lama saya terasa sangat dan sangat kecewa dengan layanan anda berikan kepada konsumen yang membuat perusahaan ada semakin besar. Tapi kualitas layanan yang anda berikan nol besar.;1;28/01/2024 14:34
Bimo Yudanto;Coba benerin dlu sinyal itu ngapa lemot bener;1;28/01/2024 14:30
Lord Akbar;Kartu bosok jaringan ngelag padahal bar penuh+4G, apalagi mati lampu sama hujan suka ilang bak ditelan bumi;1;28/01/2024 14:29
Fachry Rosyadi;Jaringan Indosat makin jelek kadang jaringannya E padahal ditempat yang sama. Ditempat itu tadinya sinyalnya 4G gak lag. Sekarang malah biasanya jumping kadang lag kadang gak;1;28/01/2024 14:27
Exy Gaming;Boros pulsa woyy;1;28/01/2024 14:23
Edianto Octama;Indosat adalah provider yang paling buruk diantara provider lain, harga paket nya pun mahal mahal. Gak rekomendet menggunakan provider ini, untuk yang baca ini segera beralih ke provider yang lebih bagus kualitas nya;1;28/01/2024 14:22
Ivan Fauzi;Sinyal gajelas gangguan trs;1;28/01/2024 14:21
agisprib;"aplikasi nya si bagus tpi sering ada kendala jaringan hilang/ngeleg secara tiba"" padahal sinyal bagus,terus setiap mau buka aplikasi nya sering lemot/gangguan padahal sinyal udah bagus,tolong segera di perbaiki agar kedepannya semakin baik,mohon maaf kalau ada perkataan saya yang menyakitkan????";2;28/01/2024 14:21
Hd _________9;????;5;28/01/2024 14:19
IDABAGUSARI WIRANTIKA;baru isi kuota..ludes.. gak jelas;1;28/01/2024 14:18
reza afdal dinilhak;Jaringannya makin lemott semenjak tgl 26/01/24, leeeeeee let pak;2;28/01/2024 14:17
Free Fire;DASAR IBLISSSS KAU JAHANAMM!!!;1;28/01/2024 14:15
Dewi Wijayanti;Sebenarnya saya sangat menyukai im3, tapi ketika ingin masuk aplikasi ooredoo selalu saja notifnya gangguan.. Padahal sudah diupdate... Sinyal juga kurang kuat di beberapa titik, padahal masih dalam kawasan pemukiman;2;28/01/2024 14:15
Pengguna Google;Paketan semakin MAHAL sinyal semakin SUSAH iNdosat oohh iNdosat ??????? Apa Benar mau bangkrut kah indosat ini sinyalnya sangat sulit d pakek internet boskuuuuu.. hadeeeeeeehh ????? JARINGAN INTERNETNYA SEMAKIN LAMA SEMAKIN HANCUUUURR LEMOT BIN LAMBAT BANGET KAYAK KURA..KURA.. ... !!!;1;28/01/2024 14:14
Firdaus angrah fajar Al miqdam;Jaringan full. Kuota 100 gb. Leg mulu knpa? Gangguan trossss.;1;28/01/2024 14:13
Marni Murni;of the beast lah;5;28/01/2024 14:11
Abduloh (AGThunders);"Saya sampaikan keluahan saya lewat live whastapp malah bertanya ""apakah masih terhubung?"" dan bertanya seperti itu terus padahal saya sudah sampaikan semua keluhan saya tetapi masih bertanya ""apakah masih terhubung?"", keluhan saya tidak ditanggapi dan capek2 ngebalas cs nya tapi tetap saja nanya seperti itu terus. Gila kali CS kayak robot walaupun live chat via whatsapp.";2;28/01/2024 14:10
???;Apa lah m3 ni baru isi pulsa mo isi paket malah kesedot sebelum di isi dah tu makin lama makin mahal lagi;1;28/01/2024 14:10
Epi Ana;sangat bagus;5;28/01/2024 14:09
Ruma Sutisna;sampai saat ini masih baik;5;28/01/2024 14:08
Sagara Sasuke;Woy bangke,,,gue beli paket mahal,,tapi jaringan data internet error mulu,,,MENDING PAKE TELKOMSEL.;1;28/01/2024 14:07
bagus Budi;hahahahaah ?????????? wkwkwkwkwkwkw baiwan ff yu;5;28/01/2024 14:04
Yan;Lag parah cok, padahal tower deket;1;28/01/2024 14:02
Selvia Mirandi;bagus;5;28/01/2024 14:01
Gatot Bayu aji;Bagus sekali;5;28/01/2024 14:00
ONAL123 ONAL;????;5;28/01/2024 13:59
Idrus Anting;OTW UINSTAL . SINYAL KEK PEPEK HARGA KOUTA PADA MAHAL . KECEWA BERAT UDAH 10THN PAKE INDOGOG MENCOBA DI SABARI TTG SINYAL MALAH TAMBAH PARAGH;1;28/01/2024 13:58
Abdul Kholik;All Out ganti pake kartu lain, bahaya ini kartu indosat sering merugikan pengguna. Mau internet ataupu telpon makin parah jaringannya.;1;28/01/2024 13:56
Muhammad Rizqi;Hedehhh sakit trus sinyal capek banget kalo gini truss;1;28/01/2024 13:56
Zaenal Aripin;Apalah ni jaringan gajelas sering banget lemot dan hilang tiba²,ganggu banget anjim;1;28/01/2024 13:54
Jhon Yunuz grabbek;Sinyal terburuk yg pernah saya pake parah pisan;1;28/01/2024 13:52
Agunara Coc;Sinyal paling buruk si seluruh Indonesia;1;28/01/2024 13:50
Asep Jimi;sangat luar biasa mylm3 tidak sia sia pilih kartu ini terutama nya banyak promo yg sangat mengiurkan ayo kawan pakai mylm3;5;28/01/2024 13:50
Aan Kurniawan;Ya ampun. Ini siyal M3 GK ada kemajuan,hujan dikit gangguan ,perbaiki lahhh;1;28/01/2024 13:49
Nanang Faizal;makin mahal paketan nya :D;1;28/01/2024 13:45
Riski Maulana Yusuf;sangan bagus apalagi kalo di kasih kuota gratis haha;5;28/01/2024 13:44
BKH Chanel;Im3 Lemot;1;28/01/2024 13:42
Nurkeilah;akhirnya bisa beneran tuker poin;5;28/01/2024 13:41
Ronaldo 7;Kartu macam apa ini?! jaringan sering terjadi gangguan terus ga jelass!!;1;28/01/2024 13:38
Achmad Bani;mengecewakan , sudah 1 bulan koneski dan sinyal tidak ada khususnya kawasan banyumanik dan tidak ada konfirmasi serta info yang jelas setiap kali ajukan keluhan , saya merasa sangat dirugikan karena tidak ada info sama sekali kapan bisa teratasi;1;28/01/2024 13:37
Al inzhiyar Fathur Ammar;makin mahal bukan nya bagus malah nambah jelek jaringannya.;1;28/01/2024 13:36
Earlita Marvelia;Sekarang jaringannya gangguan parah padahal sinyal penuh;1;28/01/2024 13:34
Mr. copyright;Mending telkomsel;1;28/01/2024 13:24
Galih Akbar;saya suka;5;28/01/2024 13:23
Hunafa Andini;memudahkan pengecekkan data;5;28/01/2024 13:23
Irma Yanti;sangat bagus;5;28/01/2024 13:21
Olivia Via;sangat membantu;5;28/01/2024 13:21
zuwaini nik;Gak bisa dibuka;1;28/01/2024 13:12
Muhammad Ilham nasution;Kenapa jaringan im3 tidak stabil setiap hari makin hari makin kacau aja;1;28/01/2024 13:07
Achil xkamray;apk nya bagus sangat ramah apa lagi kalau sering ada gratisan pasti lebih bagus??;5;28/01/2024 13:05
gatut sapto;Tolong min Jaringan mu diperbaiki sering ERROR TERUS,,, data aktif tapi gk bs dipakai mulai kemarin sampai sekarang tiap beberapa menit jaringan hilang,,, ada apa ini min ? Kenapa lagi ni Indosat sinyalnya hilang.. Tolong diperbaiki min 28 Januari 2024;1;28/01/2024 13:02
Lisfitria1710 mumtaz;oke;4;28/01/2024 13:01
Hanson Philip;Jaringan akhir akhir ini sering gangguan;1;28/01/2024 13:01
Kina Sakina;mantap aku suka banget dengan My im3;5;28/01/2024 13:00
Puji Mustaqim;bagus;5;28/01/2024 12:53
Yanto Rep;Woy jaringan nya knp jlek trus anj;1;28/01/2024 12:49
Farhan Maulana;Parah bener, ada gangguan jaringan tanpa ada nya pemberitahuan, setelah selesai gangguan paket data saya hilang 14gb tanpa ada nya pemberitahuan. Mohon dipikir pikir lagi untuk yang mau pake indosat, takut nanti paket data anda yang dicuri;1;28/01/2024 12:46
Syamsul Arifin, M.Pd.;Saya sudah berlangganan lebih 10 tahun. Tapi signal Indosat semakin tidak bagus. Saya di Malang kota signal hanya satu tepatnya di Bumiayu Kota Malang;1;28/01/2024 12:43
khairun hanannu;Blm beli data,kok pulsaku terpotong ?;1;28/01/2024 12:43
Ibrahim Arma;sangat bagus;5;28/01/2024 12:40
baden bj;Jaringan nya ampun lemot banget,,harga paketan mahal jaringan lemot sudah saat nya mencoba pake telkomsel kaya nya lebih top;1;28/01/2024 12:40
dedy jr77;Sinyal busuk, operator sampah;1;28/01/2024 12:39
Kasal Project;Nyari freedom internet yg 125rb 100gb jdi tdk ada ya sekarang??? Sekarang jdi 150rb mantap ga nanggung naiknya. [edit] sekarang tgl 28/01/24 jdi naik lagi 160 rbu??????;1;28/01/2024 12:39
Vanesa Adelya putri;bagus;5;28/01/2024 12:39
Yuda P.w;bagus;5;28/01/2024 12:31
Oppo a1k Oppo a1k;terima kasih telah mambatu lebih banyak pengetahuan;5;28/01/2024 12:27
Tamasi Manurung;Kuotanya emang murah. Tapi cepat kesedot Saya cuman make hp dri jam 3 sore sampai jam 10 malam Itupun ga nonstop. Hanya pake buat Wa sama IG itupun cuman chatingan. Kalaupun nonton reels itu cuman sebentar sebentar saja. Tpi penggunaan paket perharinya selalu diatas 2GB, padahal kalo menurut saya, dri cara saya make data. Harusnya 1GB aja ga habis sih;1;28/01/2024 12:26
RAGAM VIDEO;Dan lagi lagi selalu saja jaringan error' ,macam siput nih lama2 Indosat;1;28/01/2024 12:24
muhammad syaefudin;Indosat makin k sini makin jelek, kuota makin mahal jaringan makin jelek butut;1;28/01/2024 12:23
Uro Military Store;jaringan leg terus. tiap hari tiap waktu... ... maunya apa... di biarin aja gituh... gk ngaruh beli paket mahal juga...;1;28/01/2024 12:23
Riyan Gunawan;suatu aplikasi yang bagus;5;28/01/2024 12:23
Putra Oktober;bagus;5;28/01/2024 12:23
Salawati;bagus aku suka karna banyak gratis nya dan murah jugak;5;28/01/2024 12:22
Orie Black;Sangat senang menggunakan Indosat ini... Semoga sinyal dan jaringan nya dapat terus lebih meningkat bagus... good like Indosat;5;28/01/2024 12:15
Prilly Pasaribu;Jaringan 1m3 itu dari dulu gk jelas lemot bikin kesal mau banting hp... Apalagi kalo main game bikin naik darah Mkanya ke provider lain aja.. Gk ada perubahan dari dulu Klo dilapor ke cs selalu jawaban maaf lagi perbaikan atau kita lagi ada kendala dari 3 tahun yg lalu smpai sekarang perbaikan terus.. Babbbi lah;1;28/01/2024 12:13
AWAL UDIN;Bravo;5;28/01/2024 12:12
muhammad baehaqi;Mohon maaf bintang saya turunkan Habis mau faketin obrol sudah lama, gagal terus Antara menu yang muncul di my im3 terutama faket obrol tidak sesuai;1;28/01/2024 12:11
Nadiatul Hikmah;Maaf sebelumnya, saya mau complain. Pulsa saya telah di isi sebesar 30k, pada tanggal 25 januari 2024. Tanggal 26 dan 27, saya cek pulsanya masih 30k. Kenapa , pada tanggal 28 januari 2024 justru pulsa saya berkurang dengan sendirinya menjadi 28,600. Padahal, saya mau beli paket, malah berkurang dengan sendirinya. Saya cek di riwayat transaksi, pesan, dan telpon, tidak ada riwayat pemakaian. Tolong dong pihak m3, kembaliin. Ya emang nggak seberapa, tapi tolong balikin. Atau beri penjelasan.;1;28/01/2024 12:09
Reivan;mantap;5;28/01/2024 12:09
Sofyan Adam;Jaringan paling buruk. Jelek bgt ga ada bagus2nya;1;28/01/2024 12:08
Sabrina Zahra Liani;sinyal ilang mulu;1;28/01/2024 12:08
Ozora Prime;Akhir akhir ini jadi ngelag;2;28/01/2024 12:07
Ali Imron;Jaringan nya makin parah lelet;1;28/01/2024 12:07
githa pundarika;Sumpah aplikasi jlk dan jengkelin banget;1;28/01/2024 12:04
Rich3sa A;Sinyal ilang2 mlu udah gtu harganya makin mahal2 lg jgn sampe gw buang nih nomor indosat ganti ke kartu lain nih;1;28/01/2024 12:03
Dwie Heru;nice;5;28/01/2024 12:01
raden guntur;jaringan lemot banget heran;1;28/01/2024 12:01
Rudy Granetha;JARINGAN LELET MACAM T4I;1;28/01/2024 11:58
Amir Oppo;pengen dapet gratisan setiap minggu;5;28/01/2024 11:56
RoBhy Joe (_chapoenk);OTP tdk pernah masuk kepesan masuk itu kenapa ya??;2;28/01/2024 11:53
Feryy Maryam;Ok;5;28/01/2024 11:49
Anton Saputra;Aplikasi ribet;1;28/01/2024 11:48
Septa Radnadia;sangat bagus;5;28/01/2024 11:44
Akio Renz;mau tri mau im3...tetap aja jaringan bobrok....;1;28/01/2024 11:42
Yanto Supriatna;paket datanya jadi mahal;1;28/01/2024 11:37
Pepen Jr;Sinyal nya makin jelek,kasih bintang 1 aja??;5;28/01/2024 11:32
Sahat Sihite;Ok;5;28/01/2024 11:31
rahmat abdullah;minta pertanggung jawabannya saya udah beli kuota freedom fun apps tpi gk bisa digunakan internetan;1;28/01/2024 11:27
Rianissa Putri Anggari;Kenaikan harga karena untuk perbaikan layanan katanya di bawah, tapi layanan sangat buruk sekali apalagi kemarin kemarin sinyal menghilang sampai saat ini, mending fix pindah sih.;1;28/01/2024 11:26
Alfian Sah;"Dikit"" trobel dikit"" trobel ??";1;28/01/2024 11:25
Yunita Indah;Sumpah kecewa bgt sama indosat ini. Masa mau beli boister 5gb harga 10k dari kemaren error mulu aneh bgt;1;28/01/2024 11:23
Iwan Kalibagor;kalau pas lg hujan sama mati lampu sinyal kurang bagus;4;28/01/2024 11:21
Srideti Ekaputri;Sering susah buka aplikasi & pulsa sering hilang;2;28/01/2024 11:19
Rifki Pratama Rifki;Dimohon diperbaiki masalah sinyal, karena saya masih punya paket data tetapi tidak bisa membuka apapun (wa, tiktok, dan bahkan my M3).Mohon segera diperbaiki, setelah diperbaiki saya akan merasa sangat berterimakasih.;2;28/01/2024 11:19
Upits Karnudin;terimakasih indosat;4;28/01/2024 11:15
aal alifmansyah;Pelayanan sangat buruk, saya komplain disuruh nunggu 1 x 24 jam, 3 x 24 jam, adminnya dichat belum semenit sementara ngebalas malah diclosing. Komplain soal data yang diterima tidak sesuai malah disuruh ikhlasin beli paket yang baru. Kacau nih Im3;1;28/01/2024 11:15
