ï»¿userName,content,at,score
Dimas Kurniawan,"Mohon maaf Indosat ini gara2 kamu tadi jaringannya gangguan jadinya akun drivel ojol aku kena sanksi ya , gara2 kendala dari jaringan dampaknya ke orderan ga bisa kekirim karena sambungan internetnya ga bisa di gunakan , udah nungguin sampai pulih lama banget sampe2 akun ojol saya kena sanksi . Tolong dong pikirin kita mana lagi urgent kerja tiba2 gangguan kaya gitu, sebelumnya ga ada info sama sekali . Bener2 kamu ini ya Indosat keterlaluan.",26/01/2024 14:36,1
Devan Prasetyo,garitasnya internet di tambah donk,16/01/2024 19:32,5
Mari Pangestu,Gangguan teerrroooooossss ??????????,26/01/2024 13:05,1
Cinta Monyet,"mudah digunakan,",27/01/2024 04:48,5
Fachreel Derlen,Makin kesini makin tot bgt gangapa ngapain pulsa kesedot,21/01/2024 14:34,1
adulz dul,"Paan nih, jaringan sering lag, JARINGAN JARINGAN",17/01/2024 13:45,1
Arief Firmansyah,gak ada gratis kuota,22/01/2024 04:39,1
Heri Susanto,paket internet mulai mahal,12/01/2024 09:59,4
Alfatih Rafif Prasetya,"benar bna mmgcwakan,mau profit aja,sistem t I pbaharui,msh suka eror ga jelas,sinyal Hiang berjam2,benar2 merugikan saya krn berdagang,sngkat TDK rekmen",26/01/2024 14:31,1
Anton Wahyudi,Paketnya murah tapi makin lama dipakai makin mahal signalnya sangat terbatas untuk wilayah Kab Tanjung Jabung Timur Maaf bintangnya saya kurangi karena bukan makin murah tapi makin mahalllll,17/01/2024 23:26,3
Luthfi Zulfikar,Sinyalnya jelek banget skrng Indosat!!!,31/01/2024 14:03,1
Fajar 123,"OP nyaa payah, ga respon saat lag gini...",26/01/2024 13:21,1
Gatot Bayu aji,Bagus sekali,28/01/2024 14:00,5
DIDI TRI WIYANTO,WAKTU BELUM DIUPDATE BAGUS SESUDAH DI UPDATE BELI PAKETAN LAMA PROSESNYA MALAH JADI ILANG PULSANYA,18/01/2024 06:38,3
Seiki Tensou,Jelek,31/01/2024 07:53,1
Wawan Wawan,pakai my im3 memang mantap,24/01/2024 14:35,1
Dayaw Orlando,"Makin kesini makin parah sinyal m3 najis, kuota banyak tapi sering kurang bagus jaringan nya, ga ada mau memperbaiki apa hah, kecewa banget udh hampir 8 tahun ga pernah ganti kartu tapi malah makin buruk jaringan nya",25/01/2024 13:49,1
Gudad ilmi,is the best,11/01/2024 02:28,1
Fauzan Saputra,"OPTIMALKAN LAGI SINYALNYA, SELALU ILANGÂ²AN MEMBUAT PENGGUNA IM3 SEDIKIT KESAL, TERIMA KASIH... MOHON di OPTIMALKAN LAGI",15/01/2024 18:53,1
Iyusron Iyus,jadi serba gampang makasih mylM3,31/01/2024 13:16,5
Agung Maulana,memudahkan kita untuk pembelian pulsa dan Kouta,10/01/2024 05:31,4
Redmi 4x,terbaik,17/01/2024 02:48,5
isma liam,????,17/01/2024 09:59,5
Rifki Al hafis,Apk mqntap,26/01/2024 14:14,5
Kelana Jaya,Mohon maaf awalnya bintang 5 trus tapi begitu di instal sejak kemarin sore 17.01.2025 aplikasi My m3 tidak bisa dibuka,18/01/2024 14:18,1
Yanuar Diwi,"Aduh ini knp lagi kan aku baru isi pulsa kemarin 50.000 trs aku beli paket data yang harganya 29.000di Facebook nah kan harusnya kan sisa 11.000 sama yg masih sisa kemarin 3.000 jadinya kan sisanya 14.000 harusnya, lah tapi kok ini makin lama pulsa saya makin sedikit padahal sama saya belum buat transaksi LG mana kemarin sinyalnya jelek bgt Lg",11/01/2024 06:47,2
sripot kepot,Promo tidak merata tiap nomor beda promo jadi bikin kesel aja,27/01/2024 09:56,3
Anam Anamnawawi,puas,19/01/2024 01:02,5
Mbak Zammi,"sinyal kuat, banyak promo dan harga peket nya murah banget",15/01/2024 07:04,5
Xhaxhaa Game,"SIGNAL JAM 7-12 MALAM NGELEG POLL, GAME GABISA, DRAMA GABISA, LIAT STATUS ORG LAMA, NGIRIM CHAT WA AJA LUAMMMMMMMAAAA ASLI. RANK GUA TURUN GEGERA NGELEG SIGNAL ASTAGHFIRULLAH GA CUMA MALEM, PAGI SAMPE SORE JUGA SIGNAL GA STABIL, RASNAYA PENGEN BER ALIH PAKE WIFI, GAGUNA PUNYA KUOTA IM3 BELI KUOTA DARI YG 12GB SAMPE YANG 150GB PERCUMA... PERCUMA KUOTA BANYAK LALAU SIGNAL LEMOTT BGT. TOLONG LAH, PERBAIKIN GAADA ANGIN GAADA UJAN NGELEG BGT",17/01/2024 13:54,1
Iqbal Mushodik,"Aku turunin bintangnya, makin hari makin aneh, sinyal sering hilang gak jelas, dari sekian banyaknya kartu perdana, im3 yg paling sering gangguan, bikin gak nyaman dan akhirnya pindah ke yg lain pilihannya.",26/01/2024 12:54,1
Velis Dewi,Baik lumayan,26/01/2024 12:24,4
Rulyawan Rulyawan,ok,11/01/2024 23:33,5
Basrin Khenzo,baik,31/01/2024 05:33,1
Alfi Zahrotus,Apk ini makin sulit untuk dibuka. Lemot untuk masuk saja sulit,27/01/2024 07:40,1
Manman Syarman,makin mantep IM3,27/01/2024 00:03,4
Dede Hermawan,"Bagus, Tapi tolong dong tambah fitur kunci pulsa, supaya kita bisa tetep internetan tanpa khawatir pulsa habis karena menyalakan data, Sekian Terimakasih ??",10/01/2024 12:36,4
Baharuddin Sabennu,mantap,28/01/2024 10:36,5
Haji Kayat,ok,14/01/2024 13:02,4
Riyad Pork,Apk nya bagus tapi susah dibuka padahal sinyal kuat,22/01/2024 02:13,2
Dymas,"Kenapa cuma app saya saja yang tidak bisa masuk. Ada kendala lah,perbaikan lah. Tapi cuma di akun saya saja,akun teman saya tidak ada masalah..",23/01/2024 12:05,1
Bunda Hafidz,cukup puas saya pakai Indosat sejak tahun 2007,12/01/2024 12:18,4
sapiyah piyah,baik,16/01/2024 18:23,5
Nva Alexei,Saya pengguna baru IM3 menurut saya aplikasi sudah bagus cuman untuk keluhan saya hampir sama seperti pengguna lain masalah agak beratnya waktu masuk aplikasi lemot masalah jaringan yang terkadang lambathilang selebihnya menurut saya sudah baik dan untuk ke depannya menurut saya lebih baik IM3 tambahin fitur Safe pulsa seperti app provider sebelah agar pengguna semakin merasa nyaman akan tibanya pulsa kesedot karena habis kuota tanpa adanya peringatan,25/01/2024 01:18,3
Ayu Setiawati,"puas bnget, jadi mmpermudah pilih paketan internet,",16/01/2024 12:56,5
Shintalia lupakan,makasih Mpoint nya semoga cepet sukses dan berjaya,15/01/2024 22:17,5
Nurdiansyah Nurdiansyah,"heh kont0l jaringan luh benerin napah, ujan dikit ajah langsung ilang jaringan, kek taik banget bikin internet lemot.",31/01/2024 02:41,1
Arifa Rifa,sering sering kasih gratis dta dog,27/01/2024 23:53,4
Agussuprianto Agussuprianto,terimakasih,10/01/2024 17:53,5
Taufik Hidayat,Harga paketnya udah ngk masuk akal,26/01/2024 06:55,1
Fira Cantiik,Biar bintang yg bicara,31/01/2024 09:05,5
In Finix,ok,17/01/2024 08:48,5
maji ngayak,Jaringan kok gampang down,26/01/2024 13:27,1
Rian Herliana,Jaringannya jelek IM3 kami pro player mobile legend tidak bisa jokiin akun org saya kasih bintang 1..jaringan sampah beban masyarakat sekitar,28/01/2024 14:53,1
Mochamad Hamzah Putra,peningkatan lg buat gerai nya sukses,25/01/2024 14:43,5
Eko Prasetiyo,Jaringan buruk,14/01/2024 11:29,4
Anton Nius,bgus,16/01/2024 21:32,1
jacky channel,"IM3 banyak pilihan pembayaran yang cepat,dan mantap",15/01/2024 04:46,5
Dimas Three Three,"Aplikasi penuh masalah Saya mau membeli paket data ada tulisan"" upss ada yang salah coba lagi nanti "" setelaha saya tunggu 1 minggu tetap aja ga bisa beli paket data.",24/01/2024 08:52,1
Ilyas,Baik,23/01/2024 12:59,5
M.Rinal Mandai,Saya beli paket 70gb 140 rb diamond vidio tapi vidio saya gk dapat diamond sih? ??,30/01/2024 16:23,1
Zilong Naga,Sinyal nya ngilang jelek banget sinyal nya,21/01/2024 09:08,2
Dirga Akbar,mantqp,12/01/2024 08:55,5
Fitri Yanti,"Parah ni Indosat dari jam 7 sampe jam 9 malem jaringan ilang total,dan saya juga udah nanya ke Indira tapi kaga di bales bales,saya juga udah input *123# sama aja kaga bisa padahal saya pengguna lama Indosat tapi malah kaya gini kecewe berat sih saya",26/01/2024 14:01,1
Syaifar Arga,Kuota masih banyak masa aktif tinggal 1 jam lagi malah ga bisa di pake indosat ??,30/01/2024 09:16,1
EMIHA SPYKID,good,25/01/2024 02:49,5
Aldi,bagus,29/01/2024 13:34,5
Joko Pamungkas,pulsa gw 109 ribu sekarang tinggal 79 ribu gw ga ngelakuin pembelian kuto tapi tiba2 keluar notifikasi pulsa gw kepotong 30rb untuk pembelian paket. padahal paket data gw masih 10gb sampe 7 februari ini pencurian pulsa gw ga mw banyak bacot ama lo semua yang udh ngambil pulsa gw tanpa izin gw. yang udh ngelakuin ini semua gw tunggu lo semua di pengadilan Alloh. semua perbuatan buruk walupun seberat biji zahroh akan ada hisabnya.lo pasti semua mati inget itu baik2,21/01/2024 15:04,1
jaka hermono,"Tolong donk saya di daerah sy yg baru di kab. Tangerang kosambi sukadiri sinyam im3 parah bgt ap lagi klo mendung N ap lagi klo ujan bafring bgt buat buka apk ap ajah susah. Pemancar di tambah donk, jgn haraga kouta di naikin terus. Padahal sy dri mudah sudah pke indosat loh.",21/01/2024 11:46,1
Dika Saputra,Saya lebih suka menggunakan,28/01/2024 05:06,5
Nova Wibiyanto,Jaringan tidak stabil selalu ada notifikasi pesan dari myIM3 Tolong untuk tidak memberi banyak nontifikasi karena menggangu saat bermain game jaringan akan menghilang saat ada pesan dan dimohon untuk meningkatkan jaringan terima kasih,26/01/2024 12:15,3
Mhmmd Nazar,IndosatAsu,13/01/2024 08:11,1
Aidonil_ 15,"udh paketannya mahal boros lagi, jaringannya pun putus - putus, jadi kartu ini wort it untuk main game",31/01/2024 15:23,1
Su Kem,"??????aku rugi 15rb, niat pakek kuota sosmed ig dan fb malah cuma muter doang, kalau nipu pelanggan jangan pakai cara licik woi, dasar gak guna kamu operator, kembalikan pulsa gue, sia sia pakai kuota somed tapi gak bisa di gunakan??????",12/01/2024 14:22,1
Panggil saja IGOY,"ampun ah sinyal m3 sekarang kalo ujan dikit aja udah susah sinyalnya, pdahal di kota",25/01/2024 16:47,2
Adam Putera buhana,ngeleg ngeleg buat maen gem bang,27/01/2024 05:34,1
INDRA FEBRIAN,"Setan, sya beli pket ga msuk, pulsa nya kesedot, pdhl data sudah mati, ini sangat merugikan",11/01/2024 10:56,1
Adnan pangestu,sangat bgus,26/01/2024 03:52,5
A A,lumayan lancar,14/01/2024 12:21,4
Rijki Pebriansah,Tambahin fitur save pulsa min,28/01/2024 03:51,4
Bambang Sunanto,"Maaf saya kasih bintang? 1 iya,, makin hari makin parah,,, padahal sinyal full tapi terkadang tidak bisa diakses semua aplikasi,, kecewa lama lama ,, dan harga paket juga sudah mahal ga seperti dulu",26/01/2024 05:19,1
Resa Wira nata,"tolong indosat jaringannya sekarang di perbaiki lg jelek banget jaringannya, saya pindah dari telkomsel krna jaringannya gk bagus, tolong jgn mengecewakan.",29/01/2024 23:37,2
Jumaditranswisata1234,Sanagat2 bangus,10/01/2024 13:03,5
Putri Alida,Sangat baik,29/01/2024 10:17,5
Wafa rahadatul Aisy,Jaringan nya jelek terus,11/01/2024 04:48,1
Aldii Moonstar,Kok gabisa beli paket pake dana ??,31/01/2024 14:01,2
ABDUR RAHMAN,Sinyalnya jelek banget ya ampuuuun??,26/01/2024 13:11,1
Muhammad Firman syah,Makin kesini makin ancur aja sinyal'y,18/01/2024 03:42,1
Nana ÂNSÂ Supriatna,"Dari segi aplikasi masih perlu perbaikan.Informasi kartu & paket yg kurang detail & cenderung intimidasi cukup menggaggu..misal ""SIM Expiring"" dgn tulisan warna merah..pdhl kartu masih dalam masa aktif. Dari segi fitur sendiri sudah makin kurang asik..misal Masa aktif kartu yg tdk Akumulatif dan Paket internet mulai mahal",22/01/2024 11:20,2
Ichsan Budiono,"Sinyal buruk, padahal kuota masih banyak",11/01/2024 04:57,1
31_ WahyuWulan,bagus,11/01/2024 09:05,5
Heru Kurnia,top,18/01/2024 13:41,5
Muhkarom Xxx,Semakin buruk sinyal+ playanan,27/01/2024 21:11,1
LEGIONTM FORCE Kls shark,kalau ada masalah jaringan alangkah baiknya developer memberikan pemberitahuan jangan tiba tiba jaringan sulit tidak ada klarifikasi kenapa jaringan sulit ntah karena perbaikan atau masalah lainya mohon developer,18/01/2024 07:28,2
reza hendra,Gajelas banget im3 sekarang jaringan suka gangguan gabisa di pake main game online ping merah terus .. Nyesel pindah ke im3 enak2 maen game muncul terus notif panjat kuota gajelas langsung ganti jaringan lagi .. Mohon maap lahir batin,23/01/2024 14:18,1
Azril Azril,makasihh,22/01/2024 13:27,5
Paisal Sulistiawan,Kenapa m3 poin w ga masuk padahal baru isi pulsa 70k,27/01/2024 07:40,1
fathul ahyar,Apk ngento.t asu,28/01/2024 16:34,1
Rachmat dayat,mantap,22/01/2024 20:04,5
cantika.kendra.azalia27,"Apa banget ga ngelakuin transaksi apa apa pulsa bisa ngurang sendiri yang tadinya 25 ribu jadi 1.900 padahal belum beli apa apa sama sekali, ga Terima saya min!!!!",26/01/2024 14:30,1
wawan arya,puas,29/01/2024 00:47,5
Ayu Ikhsan,selalu memberi yang terbaik,20/01/2024 06:33,5
BINTANG Moch,"Woi Indosat Napa sih Cok gw udh sebulan lebih maen game nonton tiktok nonton yt,ug beli pulsa yg 50rblebih masih aja ngelag ada apa sih ajg",13/01/2024 06:57,1
faisal bajeri,"Apaanih ga jelas , jaringan tiba tiba error padahal kuota masih banyak pas mau wa temen malah ga bisa , hadeh rusak rusak",26/01/2024 12:39,1
Mandrik [badeng],kuota nya Masih mahal,26/01/2024 14:52,5
Dozan,Setiap mau melakukan pembayaran selalu gagal terus niat bikin aplikasi gak sih?,15/01/2024 14:56,4
Nur Rahman,Bagus banget,27/01/2024 18:29,5
Udin Tenjo,ok,25/01/2024 05:20,4
Roni Gomes,mantap,15/01/2024 03:08,5
Hot Tuman,ok,27/01/2024 16:09,5
Juna Irwan,Udah banyak yg komplen tp gak ada perubahan. Sering eror. Paket data juga kalo udah isi pulsa langsung beda yang tadinya 100 kalo udah isi pulsa jadi 110. Mantap marketing anda,11/01/2024 11:08,1
Lutfi Ardiansyah,"Jaringan nya tolong lahh knp si Gw udh coba restart hp gw trus gw tunggu, blablablabla ga ngaruh jaringan tetep jelek ga jls, mau ganti nomor tpi males ribet",12/01/2024 03:00,1
Dnay jaya Gorden,"Jaringan tidak berguna sangat payah dikit dikit jaringan terputus nyesel pakai kartu im3. Provider terburuk di indonesia APN udah indosatgprs tetep aja jaringan bloon, sudah saya ganti pakai telkomsel rugi pakai indosat beli kuota banyak banyak eh jaringannya payah jangan ada yang mau pakai im3 jaringan buruk percuma beli kuota rugi",14/01/2024 04:26,1
Kim Mire,Akhir akhir inj jaringanya gangguan mulu padahal harga kuota makin mahal bukanya makin bagus malah makin lemot.,11/01/2024 14:24,1
asef ÂAsefÂ virgiyantanto,sangat memuaskan,12/01/2024 01:10,5
indri hambali,ada apa sih dirimu suka eror sendiri jaringannya jika penting banget sekali gada sinyal bisa seharian kadang 4 jam bisa ada apa sebenarnya,28/01/2024 16:18,1
Wan Ezy,"MAKIN GAJELAS INTINYA,SEMUA YANG KASIH RATING BINTANG 1 BENAR.",21/01/2024 13:22,1
Juliana Ana,mantap .jiwa,13/01/2024 06:08,5
ARIEF BUDI,Tolong lah gangguan sinyalnya kalo mau buat castomer seneng,13/01/2024 06:20,1
Yaris Setiadi,Maaf ini parah bangetjaringan lemot banget,11/01/2024 12:54,3
Arif Sudrajat,sangt bgus,22/01/2024 12:20,5
Cici Irawati,ok,13/01/2024 11:32,5
Hera Wati,"Jaringannya selalu asu klo malam minggu, mau balas komentar Facebook aja lalod skali.. Mulai rakus juga nyedot pulsa Pengen banting HP nungguinnya ??",24/01/2024 01:55,1
Baby Raff,good,17/01/2024 05:40,5
Dadang Zulkifli,Jaringan tidak stabil,30/01/2024 13:17,2
My Fiano,"Sinyal penuh tapi buka aplikasi lain lemot , kinerjanya Indosat buruk banget dari yg lain sumpah nyesel beli Indosat",25/01/2024 13:47,1
Johan Firmansyah,"Woi kalian, pokoknya cepat ganti sim aja deh, nyesel nanti pake Indosat... Aku pake Indosat awalnya enak akhirnya malah sering ditipu...",11/01/2024 11:11,1
Karawang Telagasari,Mohon maaf saya kasih bintang 3 soal nya jaringan kurang stabil kenapa kalo ke saya jaringan nya kurang bagus tapi ke teman saya yang sama jaringan im3 dia bagus jaringan nya mohon di perbaiki masalah jaringan,19/01/2024 14:50,3
Haidar adji Saputra,"Tolong perbaiki sinyal, saya banyak terhalang pekerjaan karna IM3 yang sinyal nya sangat buruk, bahkan saya mau mencari bahan untuk tugas saja susah apalagi mengerjakan tugas online, tolong di perbaiki hingga stabil, kalo sudah saya kembali Dan memberi B5 :(",11/01/2024 10:01,1
edwan sunarya,bagus,13/01/2024 00:49,5
Alex Dwii,"Pengalaman yang sangat buruk yang saya alami selama menggunakan provider Im3 jaringan yang tidak stabil , jaringan yang tiba tiba hilang padahal keadaan baik saya sangat kecewa sebaiknya yang masih menggunakan jaringan Im3 segera beralih ke jaringan yang lebih baik lagi guna kenyamanan dalam pengaplikasian jaringan internet",29/01/2024 13:57,1
Dika Kushermawan,Ok,17/01/2024 15:21,5
Abdullah Tamban,mntap,18/01/2024 21:02,4
Saka Kancil,"Im3 knp ya jaringan patah""",25/01/2024 13:14,2
Rico Saprin,mantap,12/01/2024 12:05,5
Kesi Kesi,tidak bisa menukar poin,31/01/2024 11:13,5
PatirElite,"sinyal lolot,pas ga ada musuh sinyal bagus,pas rame musuh tiba tiba langsung jelek,bahkan hilang sinyal,gw nobatin ini sinyal sebelas dua belas sama axis,sama sama tol0l",31/01/2024 12:46,1
Ikah Bugis,Good Job,28/01/2024 15:15,5
Shigharetha,"tolong untuk pihak m3 yg terhotmat kenapa pembelian paket saya tidak masuk masuk sudah 3 jam saya nunggu apa kalian tidak bisa mengatasi hal sekecil ini ,jangan karna paket data dan kelalaian kalian dalam menangani ini bisa ancur kerjaan dan karir saya bisa saya tuntut pihak kalian ! pelayanan buruk penanganan lambat sudah laporan tapi kaya di sepelekan tolong jangan merugikan pihak penguna layanan kalian dong!!!!!!!",14/01/2024 06:17,1
Aditya Adit,bagus,29/01/2024 19:22,5
wahyu saputra,??,27/01/2024 19:17,1
Adi Diatama,"""CUIH JARINGAN ANJIG, SETIAP HARI GANGGUAN,OTAK LU DI PAKE ANJIG, LU KIRA BELI KUOTA GA PAKE DUIT ANJIG, SEMOGA CEPAT BANGKRUT KAU ANJIG...",29/01/2024 14:19,1
Hasan Husaeri,Error mulu perasaan..,10/01/2024 02:24,5
Antok Gendut,ini im3 di daerah banjar agung bareng jombang sangat lemot tolong di perbaiki,11/01/2024 08:28,1
Frendy Agus,Sinyal nya sekarang parah jelak gak jelas udah miskin kah,26/01/2024 16:24,1
Muhammad Deedat Fatihissalam,Sinyal,19/01/2024 05:50,2
Romi ramadani,"Aplikasi tidak bisa dibuka selalu gangguan Aplikasi taik dk bisa dibuka, masih tidak bisa aplikasi tidak berguna",28/01/2024 09:04,1
Ghia Rasyanti,Ok,16/01/2024 05:00,5
Naufal Badruzzaman,apk nya bantu sekali,31/01/2024 13:50,5
Syafaat Dionk,Aplikasinya susah loading/terbuka aplikasi lain cepat terbuka,23/01/2024 23:46,1
M.Sholikhuddin,Kalo niat jualan internet yg amanah jgn korupsi gini sering ngelag udah mahal juga,12/01/2024 11:05,2
Januari 06,"Banyak bug,tidak bisa di buka",23/01/2024 05:11,1
Laras Riski official,"Rugi gw beli kouta indosat, kalo lagi ada gangguan GK ada info nya Indosat sering banget gangguan engk guna ngerugiiin orang",26/01/2024 14:00,1
syheila ali,"Tolong koutanya jangan kasih naik terus Kasih morah biar pelanggan gak kecewa, masih banyak orang yg hidup paspasan butuh internet.",20/01/2024 10:43,1
Hadiansyah Channel,Tidak bisa login saya daftarkan nomor saya kenapa ya kode OTP nya tidak muncul baru saja saya Update min.,29/01/2024 21:53,4
Joe Permana,baik,31/01/2024 14:40,5
Ibnu Syihab,top,26/01/2024 14:24,5
DIKI FADHIMAWAN,Sinya nya tolong di perbaiki lagiiii udah beli paketann rugi kalo sinyal jelekkk,12/01/2024 23:24,1
Key Mobaa,"Kecewa beli kouta tapi gk masuk udah beberapa kali gitu, mending ganti kartu lain aja nyet ahk",13/01/2024 14:31,1
Kira Akira,Profider gak jelas. Sinyal ngadat. Bukannya perbaiki kualitas sinyal/layanan. Malah ngajakin merge profider lain. Oalah indogsat,26/01/2024 13:49,1
M slamet Nugraha,plis lah t4i jngn keseringan ngirim surevei lewat SMS gw lagi main nglag gara gara lu pea lagi war juga Kont*l,18/01/2024 05:51,1
Alpheratz,Indosat jaringannya kapan tobat rekk... 2024 masih 3mbps....,30/01/2024 08:22,5
tedjo junior chenel,Tolong sinyal indosat di tomang jakarta barat di perbaiki .sinyal di kota macam kayak di hutan udah hampir 2 minggu jaringan kayak keong muter2 mulu ini di kota gimana di daerah indosat pelayanan harus di perbaiki bila anda masih ingin kami memakai indosat!!!!!!!!!!!!!!!!!!!,18/01/2024 15:36,1
Raffly rahmat Tulloh,Kouta mahal,16/01/2024 07:28,1
Suryadi Galaxy,Sampek s3karang punya saya fak bisa di buka eror Tau lah jdi mless,23/01/2024 13:24,1
Zahwa Aqila,baik,14/01/2024 09:49,5
Mulyadi Adi,mantap,12/01/2024 07:35,5
Akbar Akbar,Lambat respon dan memakan waktu lama untuk mendaftar paket internet Lebih baik pakai kartu Telkomsel,13/01/2024 05:49,1
THE FORESTER,gangguan Mulu konnttol,31/01/2024 03:50,1
MUH NAIM,mak Jos ????,11/01/2024 12:47,5
Arif Palila,Aplikasi ini sangat penting buat aku,20/01/2024 17:33,5
Trio Paday80,top bgt,19/01/2024 15:58,5
Muhammad Aldi,"Tampilan UI nya lebih sulit,tidak simpel sebelum update.. masih ada ditemukan bug tampilan pada rincingan total kuota internet,masih belum stabil dan lebih kerasa adalah penggunaan kuota yang boros (saya tidak tahu apakah akan mengurangi kuota).. tetapi setiap ganti menu lag dan boros kuota. Dan kuota ""hanya untuk kamu"" juga tidak ada dalam menu khusus. Kedepannya optimalkan. Kalau pelayanan pelanggan top lah 9 dari 10..Serta kualitas Jaringan bagiku sudah sangat baik 8 dari 10",12/01/2024 10:59,4
